Station Name,Latitude,Longitude
Ibn Battuta,25.04696796,55.1176577
The Gardens Metro Station,25.0437881,55.13447396
Discovery Gardens,25.03478551,55.14487158
R 72 - Al Furjan Metro Station,25.03065224,55.15197878
Jumeirah Golf Estates Metro Station,25.01765145,55.16376464
Dubai Investment Park 1 Metro Station,25.00555147,55.1555095
R76-EXPO Station,24.963215,55.14663849
