Station Name,Latitude,Longitude
Academic City,25.115642862165203,55.4038842459008
Dubai Silicon Oasis,25.125268251154235,55.38363549768446
International City 2 & 3,25.141978295627034,55.40429592657368
International City 1,25.166554241957133,55.40827667448309
Dragon Mart,25.174116723464746,55.42005671410136
Al Warqa'a,25.192195849647668,55.412917583534245
City Centre Mirdif,25.217634430654094,55.40303356319516
Centerpoint (previously) Rashidiya,25.230270, 55.391200
