Station name,Latitude,Longitude
International City,25.166554,55.408277
Auto Market,25.176015119854704,55.368134827536686
Ras Al Khor,25.19102335974125,55.36581805359813
Dubai Creek Harbour,25.197837121225472,55.355028830835266
Dubai Festival City,25.21782069550931,55.36106229581424
Creek,25.219238,55.338910
